Species	Tissue	Cell type	Cell marker	Marker grade
Zea mays	Root	Mature cortex	Zm00001d011189	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011228	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011315	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011357	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011393	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011396	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011417	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011434	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011454	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011468	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011477	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011486	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011594	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011610	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011654	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011720	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011734	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011735	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011845	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011972	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012015	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012081	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012158	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012378	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012450	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012456	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012532	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012580	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012591	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012594	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012641	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012675	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012689	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012909	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012957	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d012962	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013035	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013037	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013080	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013115	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013179	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013243	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013263	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013367	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013370	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013409	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013411	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013461	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013493	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013500	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013550	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013568	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013612	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013809	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013830	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013879	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013886	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d013947	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014029	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014081	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014116	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014244	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014335	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014463	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014532	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014562	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014623	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014814	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014817	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014820	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d014989	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015091	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015138	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015292	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015420	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015468	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015626	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015721	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015767	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015799	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d015852	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016016	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016052	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016151	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016166	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016255	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016277	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016401	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016483	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016655	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016694	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016730	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016733	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016783	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016855	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016860	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016896	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016899	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d016908	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017095	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017103	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017139	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017210	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017240	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017241	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017248	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017249	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017270	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017288	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017294	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017375	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017381	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017419	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017470	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017485	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017493	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017494	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017508	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017526	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017560	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017590	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017726	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017752	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017849	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017851	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017852	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017866	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017943	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017951	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017986	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017991	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d017992	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018001	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018037	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018064	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018158	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018229	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018336	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018394	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018414	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018460	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018627	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018704	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018744	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018809	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018811	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018839	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d018868	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019034	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019060	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019163	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019279	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019312	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019397	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019550	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019560	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019563	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019565	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019895	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019936	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d019985	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020069	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020134	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020136	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020380	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020401	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020402	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020442	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020470	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020556	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020614	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020631	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020652	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020686	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020702	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020714	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020780	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020790	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020811	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020852	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020869	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020958	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020968	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d020984	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021089	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021119	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021122	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021168	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021236	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021299	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021410	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021526	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021579	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021632	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021647	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021653	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021689	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021702	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021779	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021791	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021870	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021901	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021935	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021936	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021943	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021955	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021959	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d021995	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022009	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022017	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022032	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022041	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022059	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022085	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022181	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022222	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022228	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022254	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022276	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022277	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022290	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022424	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022456	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022457	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022458	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022504	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022530	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022569	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022597	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022624	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022628	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d022686	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023213	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023277	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023294	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023311	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023318	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023366	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023392	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023404	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023437	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023529	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023543	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023593	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023596	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023680	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023779	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023799	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023811	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023918	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023939	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d023994	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024179	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024231	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024382	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024386	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024403	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024437	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024527	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024587	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024594	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024630	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024723	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024725	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024763	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024772	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024778	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024839	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024913	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024934	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024940	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024960	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024963	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024995	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d024996	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025011	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025023	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025057	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025141	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025296	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025333	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025380	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025401	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025431	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025437	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025558	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025567	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025654	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025659	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025727	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025887	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025922	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d025964	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026042	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026154	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026162	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026163	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026177	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026178	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026205	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026223	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026251	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026322	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026334	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026412	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026413	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026477	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026490	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026642	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026671	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d026795	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027221	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027281	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027290	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027335	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027337	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027405	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027423	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027449	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027454	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027480	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027511	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027534	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027546	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027557	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027652	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027656	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027749	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027899	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027907	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027928	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027929	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027947	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027948	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027949	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d027987	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028064	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028118	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028164	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028180	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028199	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028230	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028260	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028331	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028428	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028482	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028601	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028692	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028693	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028708	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028718	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028721	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028744	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028750	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028775	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028814	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028815	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028838	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028867	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d028949	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d029098	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d029183	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d029241	Cell marker #2
