Species	Tissue	Cell type	Cell marker	Marker grade
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053120	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053155	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053367	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053410	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053547	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053612	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053625	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053667	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053696	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053706	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053740	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053834	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d053862	Cell marker #2
Zea mays	Root	Epidermis/lateral root cap	Zm00001d054055	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d001789	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d002035	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d002148	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d002258	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d002632	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d002690	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d002897	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d003081	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d003157	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d003401	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d004821	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d005343	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d005344	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d005347	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d005945	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d006474	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d006479	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d006651	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d006937	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d007234	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d007496	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d007631	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d007687	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d007902	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d007910	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d008173	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d008210	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d008299	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d008595	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d009146	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d009415	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d009488	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d009858	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d010033	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d010171	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d010920	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d010975	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011081	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011087	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011225	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011242	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011487	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011504	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011581	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011732	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d011965	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d012277	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d012407	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d012428	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d012607	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d012675	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013015	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013159	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013302	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013367	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013612	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013644	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013673	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d013914	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d014157	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d014467	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d014898	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d015378	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d015427	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d015459	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d015618	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d015852	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017095	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017121	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017274	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017275	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017485	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017526	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017851	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017958	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017966	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d017985	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d018090	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d018399	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d018468	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d018618	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d018621	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d018627	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d019048	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d019560	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d019563	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d020401	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d020402	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d020771	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d021318	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d021582	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d021702	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d021891	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d021935	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d022005	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d022181	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d022228	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d022275	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d022927	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d023437	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d023529	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d023994	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d024333	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d024382	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d024754	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d024763	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d026306	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d026458	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d026477	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d026490	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d026642	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d027323	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d027330	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d027558	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d027652	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d028260	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d028436	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d029238	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d029359	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d029527	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d030014	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d030094	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d030148	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d030159	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d030551	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d030989	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d031128	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d031136	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d031689	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d031825	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d031849	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d032461	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d032527	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d032570	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d032884	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d032950	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033054	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033559	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033595	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033707	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033850	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033855	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d033976	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034188	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034345	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034414	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034420	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034427	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034602	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034635	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034761	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d034807	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d035304	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d035310	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d035492	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d035702	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d035948	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d036013	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d036136	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d036213	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d036541	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d036961	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037381	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037384	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037483	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037485	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037547	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037573	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d037871	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038147	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038262	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038325	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038598	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038709	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038929	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d038931	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d039079	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d039252	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d039283	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d039865	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040029	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040190	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040297	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040308	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040364	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040508	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040519	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040581	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d040803	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041173	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041186	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041416	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041593	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041611	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041612	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d041670	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d042061	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d042182	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d042216	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d042512	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d042541	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d042664	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d043195	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d043249	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d043868	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d043991	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d044373	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d044441	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d044475	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d044691	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d044920	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045305	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045323	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045450	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045451	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045497	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045784	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d045888	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d046004	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d046005	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d046234	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d046336	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d046593	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d046915	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d047113	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d047114	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d047116	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d047117	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d047448	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d048053	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d048091	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d048611	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d048795	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d048945	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d048957	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d049059	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d049234	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d049239	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d049409	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d049541	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d049881	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d050572	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d050915	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d051055	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d051174	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d051333	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d051362	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d051589	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d051912	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d052104	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d052391	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d052700	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d052841	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d052842	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d052985	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d053010	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d053055	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d053107	Cell marker #2
Zea mays	Root	Epidermis	Zm00001d053765	Cell marker #2
Zea mays	Root	Mature cortex	ENSRNA049477087	Cell marker #2
Zea mays	Root	Mature cortex	ZeamMp093	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d000675	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d000909	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001076	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001389	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001575	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001633	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001672	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001865	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d001984	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002132	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002133	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002191	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002200	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002252	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002261	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002266	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002287	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002326	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002374	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002402	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002415	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002434	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002435	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002436	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002461	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002476	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002500	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002564	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002592	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002623	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002630	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002654	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002690	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002704	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002847	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002850	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002965	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d002966	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003006	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003048	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003081	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003157	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003269	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003271	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003283	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003311	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003414	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003457	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003485	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003495	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003800	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003830	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003861	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003924	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d003938	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004022	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004287	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004340	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004366	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004413	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004443	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004486	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004524	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004553	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004564	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004611	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004706	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004731	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004921	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d004936	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005001	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005118	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005193	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005208	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005253	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005391	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005392	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005456	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005459	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005465	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005798	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005879	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005945	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d005978	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006034	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006153	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006211	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006374	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006493	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006538	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006570	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006678	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006753	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d006950	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007083	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007130	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007368	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007581	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007596	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007631	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007687	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007700	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007714	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007753	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007789	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007800	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d007977	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008073	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008173	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008200	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008210	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008529	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008548	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008578	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008595	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008620	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008727	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008749	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008764	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008794	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008795	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008808	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d008923	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009060	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009146	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009382	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009398	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009402	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009603	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009649	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009694	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009714	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009907	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009936	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009961	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d009975	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010061	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010170	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010204	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010217	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010358	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010375	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010388	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010442	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010540	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010632	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010798	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010855	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010912	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d010924	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011079	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011081	Cell marker #2
Zea mays	Root	Mature cortex	Zm00001d011125	Cell marker #2
